accession,representation,n_components,detrend_bp,auc,mean_in,mean_out,contrast
NC_004631.1,DNABERT-S,8,250000,0.623859360188439,2.810797691345215,2.6379127502441406,1.0655385365134133
NC_004631.1,DNABERT-S,8,1000000,0.7214492947901606,3.006129741668701,2.669975519180298,1.1259016122333605
NC_004631.1,DNABERT-S,16,0,0.9293449639495581,4.645724296569824,3.801651954650879,1.2220277794989416
NC_004631.1,DNABERT-S,16,100000,0.7283721286517231,4.277915000915527,3.8123433589935303,1.122122169511224
NC_004631.1,DNABERT-S,16,250000,0.8362266246636728,4.408500671386719,3.780319929122925,1.1661713172539707
NC_004631.1,DNABERT-S,16,1000000,0.9026207187108017,4.651333332061768,3.812699794769287,1.2199579254687236
NC_004631.1,DNABERT-S,24,0,0.8401237109453547,5.677828311920166,4.790755748748779,1.1851633875100118
NC_004631.1,DNABERT-S,24,100000,0.6733820389325622,5.327165126800537,4.799654006958008,1.1099060722039134
NC_004631.1,DNABERT-S,24,250000,0.7518120972452291,5.447009563446045,4.765217304229736,1.1430768453331879
NC_004631.1,DNABERT-S,24,1000000,0.8224958587473788,5.708608150482178,4.789267063140869,1.191958618139451
NC_004631.1,DNABERT-S,48,0,0.8089374455413312,7.9402947425842285,6.840315341949463,1.160808288163112
NC_004631.1,DNABERT-S,48,100000,0.6796537625554162,7.627724647521973,6.871360778808594,1.1100748298715473
NC_004631.1,DNABERT-S,48,250000,0.7487576242136408,7.721223831176758,6.809992790222168,1.133807930349492
NC_004631.1,DNABERT-S,48,1000000,0.7851527715273323,7.967461109161377,6.845168113708496,1.1639540441972955
NC_004631.1,DNABERT-2,8,0,0.6929440715455251,3.6183981895446777,3.1135647296905518,1.1621400239539263
NC_004631.1,DNABERT-2,8,100000,0.6508134090408572,3.3662281036376953,2.967806339263916,1.1342478985581643
NC_004631.1,DNABERT-2,8,250000,0.6905790093549221,3.444472551345825,2.966708183288574,1.161041915328407
NC_004631.1,DNABERT-2,8,1000000,0.721861026264638,3.5548150539398193,2.9623026847839355,1.200017497266354
NC_004631.1,DNABERT-2,16,0,0.7921330562923102,5.271453380584717,4.248623371124268,1.240743864568487
NC_004631.1,DNABERT-2,16,100000,0.7313883010810345,4.965932369232178,4.173583507537842,1.1898485702426433
NC_004631.1,DNABERT-2,16,250000,0.7873550561582581,5.0870442390441895,4.135109901428223,1.2302077478732014
NC_004631.1,DNABERT-2,16,1000000,0.8047722550437105,5.225528717041016,4.144631862640381,1.2607944179901271
NC_004631.1,DNABERT-2,24,0,0.7878338136867202,6.189544200897217,5.119241237640381,1.209074531472983
NC_004631.1,DNABERT-2,24,100000,0.7266103009469824,5.9250688552856445,5.0509934425354,1.173050197489762
NC_004631.1,DNABERT-2,24,250000,0.7767170638758294,6.021812915802002,5.011006832122803,1.2017171633451942
NC_004631.1,DNABERT-2,24,1000000,0.805107385313634,6.211780548095703,5.031304359436035,1.2346262726972035
NC_004631.1,DNABERT-2,48,0,0.8007794172563364,8.357312202453613,7.0955095291137695,1.1778311576022142
NC_004631.1,DNABERT-2,48,100000,0.7588306826124841,8.150992393493652,7.0783586502075195,1.1515370718400495
NC_004631.1,DNABERT-2,48,250000,0.7921426314428794,8.19384479522705,7.0091166496276855,1.1690267411460895
NC_004631.1,DNABERT-2,48,1000000,0.8112163313768109,8.387514114379883,7.010655879974365,1.1963950674484614
NC_004631.1,NT-v2-50M,8,0,0.3975411013338185,2.785261392593384,3.018118381500244,0.9228469663966222
NC_004631.1,NT-v2-50M,8,100000,0.3743883872573896,2.731844663619995,3.0144355297088623,0.9062541350432662
NC_004631.1,NT-v2-50M,8,250000,0.3949558106801229,2.7529425621032715,2.9994068145751953,0.9178290016298338
NC_004631.1,NT-v2-50M,8,1000000,0.43980581594645574,2.8348448276519775,2.9829111099243164,0.9503618187683455
NC_004631.1,NT-v2-50M,16,0,0.6436033206622174,4.482091426849365,4.163054466247559,1.0766353078463027
NC_004631.1,NT-v2-50M,16,100000,0.5082681425165411,4.199120044708252,4.168409824371338,1.0073673706835065
NC_004631.1,NT-v2-50M,16,250000,0.5878663691986556,4.344686985015869,4.143106937408447,1.04865431924707
NC_004631.1,NT-v2-50M,16,1000000,0.6754215460038109,4.541105270385742,4.151853561401367,1.0937537182436154
NC_004631.1,NT-v2-50M,24,0,0.6499037697367791,5.443297863006592,5.076732158660889,1.072205050983504
NC_004631.1,NT-v2-50M,24,100000,0.5403831975257811,5.200401306152344,5.0868330001831055,1.0223259355998418
NC_004631.1,NT-v2-50M,24,250000,0.6019418405354424,5.315621376037598,5.057146072387695,1.0511109032545436
NC_004631.1,NT-v2-50M,24,1000000,0.6729607323075155,5.497467517852783,5.06074333190918,1.0862964504028398
NC_004631.1,NT-v2-50M,48,0,0.6351484627095761,7.438839435577393,7.118462085723877,1.0450065401761477
NC_004631.1,NT-v2-50M,48,100000,0.5174028361595986,7.209122180938721,7.137866973876953,1.009982703141225
NC_004631.1,NT-v2-50M,48,250000,0.5790093549221061,7.301005840301514,7.0989766120910645,1.0284589229194459
NC_004631.1,NT-v2-50M,48,1000000,0.6609247680419774,7.50966739654541,7.108901023864746,1.0563752922336775
NC_004631.1,compositional,11,0,0.8231182435343796,5.7516263638893905,2.971426187733116,1.9356450406319108
NC_004741.1,DNABERT-S,8,0,0.7530947638019351,2.9644296169281006,2.640740156173706,1.1225752787519252
NC_004741.1,DNABERT-S,8,100000,0.5432199772339215,2.7375857830047607,2.6509883403778076,1.0326660971336492
NC_004741.1,DNABERT-S,8,250000,0.729048093340922,2.8913328647613525,2.6218559741973877,1.1027809663139327
NC_004741.1,DNABERT-S,8,1000000,0.6693227091633466,2.939502239227295,2.7169857025146484,1.0818983097727386
NC_004741.1,DNABERT-S,16,0,0.9136667615253272,4.527904987335205,3.8376495838165283,1.1798641039112854
NC_004741.1,DNABERT-S,16,100000,0.757896983494593,4.255012035369873,3.8423891067504883,1.1073870753730979
NC_004741.1,DNABERT-S,16,250000,0.8790196357427433,4.419657230377197,3.8162131309509277,1.1581264145160317
NC_004741.1,DNABERT-S,16,1000000,0.8314954467842914,4.483824253082275,3.907686471939087,1.1474370539398202
NC_004741.1,DNABERT-S,24,0,0.8922524188958452,5.660590171813965,4.77590799331665,1.1852385305025408
NC_004741.1,DNABERT-S,24,100000,0.7782441661923734,5.338290691375732,4.769717216491699,1.1192048603883984
NC_004741.1,DNABERT-S,24,250000,0.8675654524758111,5.5233635902404785,4.758090019226074,1.1608362952197528
NC_004741.1,DNABERT-S,24,1000000,0.811041548093341,5.5935516357421875,4.873661518096924,1.1477103231260852
NC_004741.1,DNABERT-S,48,0,0.7778884462151394,7.685092449188232,6.909301280975342,1.1122821449904088
NC_004741.1,DNABERT-S,48,100000,0.6746585088218554,7.428401947021484,6.913151264190674,1.0745319555641362
NC_004741.1,DNABERT-S,48,250000,0.7354510529311327,7.545766353607178,6.883578777313232,1.0961981547267783
NC_004741.1,DNABERT-S,48,1000000,0.6925156516789983,7.6195478439331055,7.027421474456787,1.0842594074695213
NC_004741.1,DNABERT-2,8,0,0.7034362549800797,3.5581133365631104,3.109344244003296,1.1443291759750673
NC_004741.1,DNABERT-2,8,100000,0.702191235059761,3.388916492462158,3.0091443061828613,1.1262060398695344
NC_004741.1,DNABERT-2,8,250000,0.712898406374502,3.443208932876587,3.02783203125,1.1371862432722544
NC_004741.1,DNABERT-2,8,1000000,0.6862549800796812,3.5070080757141113,3.071981906890869,1.1416109150406843
NC_004741.1,DNABERT-2,16,0,0.6510742743312464,4.712475299835205,4.208601474761963,1.119724765600844
NC_004741.1,DNABERT-2,16,100000,0.6400113830392715,4.560166835784912,4.1405029296875,1.1013557804991303
NC_004741.1,DNABERT-2,16,250000,0.6629908935685828,4.624599456787109,4.156264305114746,1.1126817539240768
NC_004741.1,DNABERT-2,16,1000000,0.6222609561752988,4.725398540496826,4.2380852699279785,1.1149843005818354
NC_004741.1,DNABERT-2,24,0,0.726593625498008,5.972880840301514,5.114187240600586,1.1679042161154989
NC_004741.1,DNABERT-2,24,100000,0.6979937393284007,5.707736015319824,5.058202743530273,1.128411869733838
NC_004741.1,DNABERT-2,24,250000,0.7288346613545816,5.862536907196045,5.061464786529541,1.158268832136985
NC_004741.1,DNABERT-2,24,1000000,0.6927290836653387,5.938609600067139,5.14512300491333,1.1542211127695237
NC_004741.1,DNABERT-2,48,0,0.7615608992601024,8.172430992126465,7.070580005645752,1.155836011416447
NC_004741.1,DNABERT-2,48,100000,0.7247438816163916,7.920188903808594,7.020476341247559,1.1281554867260124
NC_004741.1,DNABERT-2,48,250000,0.7557626636311895,8.063368797302246,7.009824275970459,1.1502954253708353
NC_004741.1,DNABERT-2,48,1000000,0.6962862834376778,8.093301773071289,7.151049613952637,1.1317641758882773
NC_004741.1,NT-v2-50M,8,0,0.2727305065452476,2.4967570304870605,2.98541522026062,0.8363181823227589
NC_004741.1,NT-v2-50M,8,100000,0.25149402390438247,2.4968149662017822,2.992591142654419,0.8343321379970119
NC_004741.1,NT-v2-50M,8,250000,0.24469977233921458,2.4603607654571533,2.972759246826172,0.8276353922988974
NC_004741.1,NT-v2-50M,8,1000000,0.2807697780307342,2.527744770050049,2.9927592277526855,0.8446201574151275
NC_004741.1,NT-v2-50M,16,0,0.5425085372794536,4.277885913848877,4.223891735076904,1.012783040418291
NC_004741.1,NT-v2-50M,16,100000,0.4700839499146272,4.093110084533691,4.211767196655273,0.971827238643244
NC_004741.1,NT-v2-50M,16,250000,0.5298093340922027,4.208838939666748,4.190096855163574,1.0044729477983492
NC_004741.1,NT-v2-50M,16,1000000,0.5403742174160501,4.265177249908447,4.243648052215576,1.0050732759710435
NC_004741.1,NT-v2-50M,24,0,0.6455250426863973,5.451096057891846,5.103951454162598,1.0680148717805946
NC_004741.1,NT-v2-50M,24,100000,0.5756972111553785,5.22810697555542,5.103413105010986,1.0244334268025448
NC_004741.1,NT-v2-50M,24,250000,0.6308338076266363,5.345893859863281,5.063431739807129,1.0557847196468597
NC_004741.1,NT-v2-50M,24,1000000,0.6246087080250426,5.417438983917236,5.1398234367370605,1.054012662224136
NC_004741.1,NT-v2-50M,48,0,0.6528884462151394,7.55341100692749,7.125072956085205,1.0601170056057405
NC_004741.1,NT-v2-50M,48,100000,0.6279169038133181,7.42832088470459,7.1531267166137695,1.038471870972404
NC_004741.1,NT-v2-50M,48,250000,0.6514655663062038,7.478194236755371,7.092306613922119,1.054409326026001
NC_004741.1,NT-v2-50M,48,1000000,0.6132612407512806,7.535763263702393,7.219282627105713,1.0438382389142673
NC_004741.1,compositional,11,0,0.5234775184974388,3.8339679782685847,3.2932255800090005,1.1641984082542278
NC_004722.1,DNABERT-S,8,0,0.9006134969325154,3.524449110031128,2.6567840576171875,1.32658471053614
NC_004722.1,DNABERT-S,8,100000,0.8132157464212679,3.3285446166992188,2.7334353923797607,1.2177147577654466
NC_004722.1,DNABERT-S,8,250000,0.8683026584867075,3.601334571838379,2.760725259780884,1.3044885792526177
NC_004722.1,DNABERT-S,8,1000000,0.7980061349693252,3.6142356395721436,2.8892056941986084,1.2509443847592305
NC_004722.1,DNABERT-S,16,0,0.9038343558282208,4.881949424743652,3.9073309898376465,1.2494332928131338
NC_004722.1,DNABERT-S,16,100000,0.8392382413087934,4.766270160675049,3.9964427947998047,1.1926281459294121
NC_004722.1,DNABERT-S,16,250000,0.8636758691206544,4.961481094360352,4.035075664520264,1.2295881185043973
NC_004722.1,DNABERT-S,16,1000000,0.7599182004089979,4.924139022827148,4.236276626586914,1.1623742868733367
NC_004722.1,DNABERT-S,24,0,0.85,5.749730110168457,4.913722515106201,1.1701373230767769
NC_004722.1,DNABERT-S,24,100000,0.7666922290388548,5.6450910568237305,5.017236709594727,1.1251394709020455
NC_004722.1,DNABERT-S,24,250000,0.7901584867075665,5.845480918884277,5.081396579742432,1.1503689639552943
NC_004722.1,DNABERT-S,24,1000000,0.7140337423312884,5.814708232879639,5.279979228973389,1.1012748309637233
NC_004722.1,DNABERT-S,48,0,0.7983384458077709,7.827395439147949,7.044465065002441,1.1111412104284792
NC_004722.1,DNABERT-S,48,100000,0.7044222903885481,7.752479553222656,7.203076362609863,1.0762734091595456
NC_004722.1,DNABERT-S,48,250000,0.7291922290388548,7.893373012542725,7.2919111251831055,1.082483436376841
NC_004722.1,DNABERT-S,48,1000000,0.6484662576687117,7.804274082183838,7.559826374053955,1.0323350955478092
NC_004722.1,DNABERT-2,8,0,0.488420245398773,2.5863571166992188,2.8608789443969727,0.9040428368227867
NC_004722.1,DNABERT-2,8,100000,0.28622188139059307,2.7002265453338623,3.2749855518341064,0.8245002924735473
NC_004722.1,DNABERT-2,8,250000,0.38169734151329243,2.887363910675049,3.3098433017730713,0.87235667897882
NC_004722.1,DNABERT-2,8,1000000,0.41840490797546015,2.9333999156951904,3.2870426177978516,0.8924131070927266
NC_004722.1,DNABERT-2,16,0,0.6054192229038855,4.11505651473999,4.128143310546875,0.9968298591346261
NC_004722.1,DNABERT-2,16,100000,0.3996165644171779,4.197084426879883,4.477889537811279,0.9372907463303238
NC_004722.1,DNABERT-2,16,250000,0.4814672801635992,4.423570156097412,4.562639236450195,0.9695200358507895
NC_004722.1,DNABERT-2,16,1000000,0.46881390593047034,4.4394121170043945,4.632848262786865,0.958246820355366
NC_004722.1,DNABERT-2,24,0,0.6398773006134969,5.096911907196045,5.075135231018066,1.0042908563391344
NC_004722.1,DNABERT-2,24,100000,0.4290132924335378,5.084237098693848,5.369915008544922,0.946800292109561
NC_004722.1,DNABERT-2,24,250000,0.5149028629856851,5.318305492401123,5.459827423095703,0.9740794131887894
NC_004722.1,DNABERT-2,24,1000000,0.5090235173824131,5.385800838470459,5.576269149780273,0.9658430563170862
NC_004722.1,DNABERT-2,48,0,0.6161554192229038,7.159010410308838,7.141517639160156,1.0024494473069367
NC_004722.1,DNABERT-2,48,100000,0.43243865030674844,7.097762107849121,7.403337478637695,0.958724646597523
NC_004722.1,DNABERT-2,48,250000,0.4912321063394683,7.278110027313232,7.50534200668335,0.9697239673864599
NC_004722.1,DNABERT-2,48,1000000,0.46306237218813906,7.28551721572876,7.6952900886535645,0.9467501720917577
NC_004722.1,NT-v2-50M,8,0,0.5130879345603272,2.8505260944366455,2.828122854232788,1.0079215937066974
NC_004722.1,NT-v2-50M,8,100000,0.4820040899795501,2.920117139816284,2.953871250152588,0.9885729243159938
NC_004722.1,NT-v2-50M,8,250000,0.4852760736196319,2.956291437149048,2.9826009273529053,0.9911790109221191
NC_004722.1,NT-v2-50M,8,1000000,0.4381901840490798,2.884192705154419,3.070178508758545,0.9394218274039932
NC_004722.1,NT-v2-50M,16,0,0.6396983640081799,4.390644550323486,4.131195068359375,1.0628025250976945
NC_004722.1,NT-v2-50M,16,100000,0.5477505112474438,4.352429389953613,4.259795665740967,1.0217460487500951
NC_004722.1,NT-v2-50M,16,250000,0.6084100204498978,4.488532543182373,4.27450704574585,1.0500702174884773
NC_004722.1,NT-v2-50M,16,1000000,0.582898773006135,4.46494197845459,4.3391900062561035,1.028980517565993
NC_004722.1,NT-v2-50M,24,0,0.6418967280163599,5.38642692565918,5.068648338317871,1.0626949368215135
NC_004722.1,NT-v2-50M,24,100000,0.5815184049079755,5.332387924194336,5.184420108795166,1.028540861329534
NC_004722.1,NT-v2-50M,24,250000,0.6221625766871166,5.458158493041992,5.206362247467041,1.0483631821234594
NC_004722.1,NT-v2-50M,24,1000000,0.5804192229038855,5.422699928283691,5.3163862228393555,1.0199973630560566
NC_004722.1,NT-v2-50M,48,0,0.5513036809815951,7.205861568450928,7.098537921905518,1.0151191199830345
NC_004722.1,NT-v2-50M,48,100000,0.5121165644171779,7.206637859344482,7.253365516662598,0.9935577964172947
NC_004722.1,NT-v2-50M,48,250000,0.5295501022494887,7.25183629989624,7.2869110107421875,0.9951866146307755
NC_004722.1,NT-v2-50M,48,1000000,0.48458588957055215,7.198941230773926,7.486398696899414,0.9616027040819316
NC_004722.1,compositional,11,0,0.7566614826334889,4.721783297727239,3.0463146183125374,1.5499985685466735
NC_005071.1,DNABERT-S,8,0,0.7086111111111111,2.9815781116485596,2.6167683601379395,1.139412321345627
NC_005071.1,DNABERT-S,8,100000,0.6549074074074074,2.8504443168640137,2.6497745513916016,1.075730882601701
NC_005071.1,DNABERT-S,8,250000,0.725462962962963,3.0001721382141113,2.64591646194458,1.1338877025653242
NC_005071.1,DNABERT-S,8,1000000,0.7517592592592592,2.9419665336608887,2.5973219871520996,1.13269226850333
NC_005071.1,DNABERT-S,16,0,0.7110185185185185,4.268469333648682,3.910820245742798,1.0914511701976612
NC_005071.1,DNABERT-S,16,100000,0.6768518518518518,4.209463119506836,3.9548306465148926,1.0643851774579356
NC_005071.1,DNABERT-S,16,250000,0.6892592592592592,4.253372669219971,3.9480884075164795,1.0773245758940662
NC_005071.1,DNABERT-S,16,1000000,0.7623148148148148,4.380410671234131,3.880258083343506,1.1288967324203492
NC_005071.1,DNABERT-S,24,0,0.8312962962962963,5.522243022918701,4.832648754119873,1.1426948871901652
NC_005071.1,DNABERT-S,24,100000,0.7799074074074074,5.442034721374512,4.896161079406738,1.111490131373275
NC_005071.1,DNABERT-S,24,250000,0.8000925925925926,5.523653984069824,4.892902374267578,1.1289115460630181
NC_005071.1,DNABERT-S,24,1000000,0.8251851851851851,5.575170516967773,4.792947292327881,1.1632029682220801
NC_005071.1,DNABERT-S,48,0,0.8449074074074074,8.17844009399414,6.930704593658447,1.1800301085516418
NC_005071.1,DNABERT-S,48,100000,0.8477777777777777,8.074433326721191,6.979938507080078,1.1568057968606622
NC_005071.1,DNABERT-S,48,250000,0.8353703703703703,8.134417533874512,6.96339225769043,1.168168793721306
NC_005071.1,DNABERT-S,48,1000000,0.855462962962963,8.506784439086914,6.863210201263428,1.2394760162701888
NC_005071.1,DNABERT-2,8,0,0.8724074074074074,3.7137603759765625,2.6113033294677734,1.4221865127914832
NC_005071.1,DNABERT-2,8,100000,0.8533333333333334,3.7056593894958496,2.704465627670288,1.3702002168495007
NC_005071.1,DNABERT-2,8,250000,0.8369444444444445,3.8490707874298096,2.7703795433044434,1.3893658710888144
NC_005071.1,DNABERT-2,8,1000000,0.7994444444444444,3.539982557296753,2.805341958999634,1.2618720316574479
NC_005071.1,DNABERT-2,16,0,0.8951851851851852,5.021789073944092,3.807142496109009,1.3190441595176647
NC_005071.1,DNABERT-2,16,100000,0.8608333333333333,4.984472751617432,3.876276731491089,1.2858918743141572
NC_005071.1,DNABERT-2,16,250000,0.832962962962963,5.009697437286377,3.9339473247528076,1.2734531054253924
NC_005071.1,DNABERT-2,16,1000000,0.8049074074074074,4.7347798347473145,3.9558701515197754,1.1968997093922042
NC_005071.1,DNABERT-2,24,0,0.8239814814814815,5.736945152282715,4.785196781158447,1.198894301457308
NC_005071.1,DNABERT-2,24,100000,0.778425925925926,5.6414947509765625,4.842048168182373,1.1651050454325176
NC_005071.1,DNABERT-2,24,250000,0.7648148148148148,5.695925712585449,4.911691665649414,1.1596667910611496
NC_005071.1,DNABERT-2,24,1000000,0.7852777777777777,5.709956169128418,4.9354729652404785,1.1569217802108258
NC_005071.1,DNABERT-2,48,0,0.8050925925925926,7.81550407409668,6.7843756675720215,1.151985747406832
NC_005071.1,DNABERT-2,48,100000,0.7818518518518518,7.749847412109375,6.877405643463135,1.1268562324043634
NC_005071.1,DNABERT-2,48,250000,0.764537037037037,7.772360801696777,6.933770179748535,1.1209429502577852
NC_005071.1,DNABERT-2,48,1000000,0.774537037037037,7.777742862701416,6.898462295532227,1.1274603715292688
NC_005071.1,NT-v2-50M,8,0,0.7383333333333333,3.6258344650268555,2.9279568195343018,1.2383497054452985
NC_005071.1,NT-v2-50M,8,100000,0.7937037037037037,3.7969861030578613,3.002322196960449,1.2646830866127325
